"","Protein.Gene","Replicate.Name","Protein.Intensity","Condition","Imputed_data","BiolReplicates"
"75","ATG3","PA15_HB1_1",0.468544281140263,"HBSS + BafA1",FALSE,""
"76","ATG3","PA15_HB2_1",0.381034148882484,"HBSS + BafA1",FALSE,""
"77","ATG3","PA15_HB3_1",0.487082103551941,"HBSS + BafA1",FALSE,""
"78","ATG3","PA15_HB4_1",0.391647975590171,"HBSS + BafA1",FALSE,""
"79","ATG3","PA15_HB5_1",0.443610085640334,"HBSS + BafA1",FALSE,""
"80","ATG3","PA15_G1_1",0.366072199510815,"-Glc",FALSE,""
"81","ATG3","PA15_G2_1",0.461246075020911,"-Glc",FALSE,""
"82","ATG3","PA15_G3_1",0.291416509262196,"-Glc",FALSE,""
"83","ATG3","PA15_G4_1",0.423863881450168,"-Glc",FALSE,""
"84","ATG3","PA15_G5_1",0.338070161566253,"-Glc",FALSE,""
"85","ATG3","PA15_GB1_1",0.314417871120984,"-Glc + BafA1",FALSE,""
"86","ATG3","PA15_GB2_1",0.269118732209158,"-Glc + BafA1",FALSE,""
"87","ATG3","PA15_GB3_1",0.404290718945297,"-Glc + BafA1",FALSE,""
"88","ATG3","PA15_GB4_1",0.263472876747288,"-Glc + BafA1",FALSE,""
"89","ATG3","PA15_GB5_1",0.401228853809814,"-Glc + BafA1",FALSE,""
"90","ATG3","PA15_H2_2",0.501269959177883,"HBSS",FALSE,""
"91","ATG7","PA15_D3_2",0.0684834292385022,"DMEM",FALSE,"D1"
"92","ATG7","PA15_D4_3",0.0654647553713355,"DMEM",FALSE,"D2"
"93","ATG7","PA15_D5_2",0.0572127722100574,"DMEM",FALSE,"D3"
"94","ATG7","PA15_DB1_1",0.0588562749347915,"DMEM + BafA1",FALSE,"DB1"
"95","ATG7","PA15_DB2_1",0.0730401362201979,"DMEM + BafA1",FALSE,"DB2"
"96","ATG7","PA15_DB3_1",0.0659029633804891,"DMEM + BafA1",FALSE,"DB3"
"97","ATG7","PA15_D1_5",0.0678852321835822,"DMEM",FALSE,""
"98","ATG7","PA15_D2_3",0.0695966822895131,"DMEM",FALSE,""
"99","ATG7","PA15_DB4_1",0.0753920237209316,"DMEM + BafA1",FALSE,""
"100","ATG7","PA15_DB5_1",0.0881496042711271,"DMEM + BafA1",FALSE,""
"101","ATG7","PA15_H1_1",0.0992651697866198,"HBSS",FALSE,""
"102","ATG7","PA15_H3_1",0.0819487534494092,"HBSS",FALSE,""
"103","ATG7","PA15_H4_1",0.0813057492551726,"HBSS",FALSE,""
"104","ATG7","PA15_H5_1",0.0860513076103,"HBSS",FALSE,""
"105","ATG7","PA15_HB1_1",0.0917401152980651,"HBSS + BafA1",FALSE,""
"106","ATG7","PA15_HB2_1",0.0786261150412306,"HBSS + BafA1",FALSE,""
"107","ATG7","PA15_HB3_1",0.0901387730215398,"HBSS + BafA1",FALSE,""
"108","ATG7","PA15_HB4_1",0.0737891036700977,"HBSS + BafA1",FALSE,""
"109","ATG7","PA15_HB5_1",0.0807623024765994,"HBSS + BafA1",FALSE,""
"110","ATG7","PA15_G1_1",0.0881289635072679,"-Glc",FALSE,""
"111","ATG7","PA15_G2_1",0.0954672049273396,"-Glc",FALSE,""
"112","ATG7","PA15_G3_1",0.0728810962608231,"-Glc",FALSE,""
"113","ATG7","PA15_G4_1",0.096036541384667,"-Glc",FALSE,""
"114","ATG7","PA15_G5_1",0.0825000948476989,"-Glc",FALSE,""
"115","ATG7","PA15_GB1_1",0.0766062127314735,"-Glc + BafA1",FALSE,""
"116","ATG7","PA15_GB2_1",0.0677733394696373,"-Glc + BafA1",FALSE,""
"117","ATG7","PA15_GB3_1",0.0899570057708506,"-Glc + BafA1",FALSE,""
"118","ATG7","PA15_GB4_1",0.0658518436862702,"-Glc + BafA1",FALSE,""
"119","ATG7","PA15_GB5_1",0.0856715358332844,"-Glc + BafA1",FALSE,""
"120","ATG7","PA15_H2_2",0.0935570372753493,"HBSS",FALSE,""
"121","ATG9A","PA15_D3_2",0.00714228952163792,"DMEM",FALSE,"D1"
"122","ATG9A","PA15_D4_3",0.00684670695196977,"DMEM",FALSE,"D2"
"123","ATG9A","PA15_D5_2",0.00678130321640892,"DMEM",FALSE,"D3"
"124","ATG9A","PA15_DB1_1",0.00771074155916334,"DMEM + BafA1",FALSE,"DB1"
"125","ATG9A","PA15_DB2_1",0.00713401144815036,"DMEM + BafA1",FALSE,"DB2"
"126","ATG9A","PA15_DB3_1",0.00730947346775317,"DMEM + BafA1",FALSE,"DB3"
"127","ATG9A","PA15_D1_5",0.00814540658670666,"DMEM",FALSE,""
"128","ATG9A","PA15_D2_3",0.0077037976080864,"DMEM",FALSE,""
"129","ATG9A","PA15_DB4_1",0.00714066297896645,"DMEM + BafA1",FALSE,""
"130","ATG9A","PA15_DB5_1",0.00802048587300941,"DMEM + BafA1",FALSE,""
"131","ATG9A","PA15_H1_1",0.00908204264077826,"HBSS",FALSE,""
"132","ATG9A","PA15_H3_1",0.00859291249395943,"HBSS",FALSE,""
"133","ATG9A","PA15_H4_1",0.00805443050868312,"HBSS",FALSE,""
"134","ATG9A","PA15_H5_1",0.0068070332646713,"HBSS",FALSE,""
"135","ATG9A","PA15_HB1_1",0.00898992353113316,"HBSS + BafA1",FALSE,""
"136","ATG9A","PA15_HB2_1",0.0104584766840053,"HBSS + BafA1",FALSE,""
"137","ATG9A","PA15_HB3_1",0.00878497347455838,"HBSS + BafA1",FALSE,""
"138","ATG9A","PA15_HB4_1",0.00898385630353483,"HBSS + BafA1",FALSE,""
"139","ATG9A","PA15_HB5_1",0.00858559823970246,"HBSS + BafA1",FALSE,""
"140","ATG9A","PA15_G1_1",0.00771567610428342,"-Glc",FALSE,""
"141","ATG9A","PA15_G2_1",0.00711712061276183,"-Glc",FALSE,""
"142","ATG9A","PA15_G3_1",0.00776169836002741,"-Glc",FALSE,""
"143","ATG9A","PA15_G4_1",0.00734804662606768,"-Glc",FALSE,""
"144","ATG9A","PA15_G5_1",0.0073190852760681,"-Glc",FALSE,""
"145","ATG9A","PA15_GB1_1",0.00741377281185526,"-Glc + BafA1",FALSE,""
"146","ATG9A","PA15_GB2_1",0.00709459370313748,"-Glc + BafA1",FALSE,""
"147","ATG9A","PA15_GB3_1",0.00689172970336691,"-Glc + BafA1",FALSE,""
"148","ATG9A","PA15_GB4_1",0.00782855254956817,"-Glc + BafA1",FALSE,""
"149","ATG9A","PA15_GB5_1",0.00779477438163899,"-Glc + BafA1",FALSE,""
"150","ATG9A","PA15_H2_2",0.00946492412565813,"HBSS",FALSE,""
"151","BNIP1","PA15_D3_2",0.0526178636743268,"DMEM",FALSE,"D1"
"152","BNIP1","PA15_D4_3",0.0503104759887378,"DMEM",FALSE,"D2"
"153","BNIP1","PA15_D5_2",0.0478923231652608,"DMEM",FALSE,"D3"
"154","BNIP1","PA15_DB1_1",0.0517633141757137,"DMEM + BafA1",FALSE,"DB1"
"155","BNIP1","PA15_DB2_1",0.049519638758162,"DMEM + BafA1",FALSE,"DB2"
"156","BNIP1","PA15_DB3_1",0.0484279715093452,"DMEM + BafA1",FALSE,"DB3"
"157","BNIP1","PA15_D1_5",0.0540319682108367,"DMEM",FALSE,""
"158","BNIP1","PA15_D2_3",0.0484716386041223,"DMEM",FALSE,""
"159","BNIP1","PA15_DB4_1",0.0433216392651726,"DMEM + BafA1",FALSE,""
"160","BNIP1","PA15_DB5_1",0.0455178286407259,"DMEM + BafA1",FALSE,""
"161","BNIP1","PA15_H1_1",0.0432288290947298,"HBSS",FALSE,""
"162","BNIP1","PA15_H3_1",0.0460082425731539,"HBSS",FALSE,""
"163","BNIP1","PA15_H4_1",0.0407672951314297,"HBSS",FALSE,""
"164","BNIP1","PA15_H5_1",0.038967997085371,"HBSS",FALSE,""
"165","BNIP1","PA15_HB1_1",0.0421025629816339,"HBSS + BafA1",FALSE,""
"166","BNIP1","PA15_HB2_1",0.043911950509271,"HBSS + BafA1",FALSE,""
"167","BNIP1","PA15_HB3_1",0.0429445773421833,"HBSS + BafA1",FALSE,""
"168","BNIP1","PA15_HB4_1",0.0419598602269314,"HBSS + BafA1",FALSE,""
"169","BNIP1","PA15_HB5_1",0.0452059317370372,"HBSS + BafA1",FALSE,""
"170","BNIP1","PA15_G1_1",0.044911349051643,"-Glc",FALSE,""
"171","BNIP1","PA15_G2_1",0.0372770471954053,"-Glc",FALSE,""
"172","BNIP1","PA15_G3_1",0.0451478186108036,"-Glc",FALSE,""
"173","BNIP1","PA15_G4_1",0.0396384632256719,"-Glc",FALSE,""
"174","BNIP1","PA15_G5_1",0.0429910715260859,"-Glc",FALSE,""
"175","BNIP1","PA15_GB1_1",0.0422624358100662,"-Glc + BafA1",FALSE,""
"176","BNIP1","PA15_GB2_1",0.0366285035581892,"-Glc + BafA1",FALSE,""
"177","BNIP1","PA15_GB3_1",0.0314701384018229,"-Glc + BafA1",FALSE,""
"178","BNIP1","PA15_GB4_1",0.0444464160125057,"-Glc + BafA1",FALSE,""
"179","BNIP1","PA15_GB5_1",0.0371822962380668,"-Glc + BafA1",FALSE,""
"180","BNIP1","PA15_H2_2",0.0407468737173748,"HBSS",FALSE,""
"181","WIPI2","PA15_D3_2",0.0621833805133205,"DMEM",FALSE,"D1"
"182","WIPI2","PA15_D4_3",0.0644374756111725,"DMEM",FALSE,"D2"
"183","WIPI2","PA15_D5_2",0.0579909832975112,"DMEM",FALSE,"D3"
"184","WIPI2","PA15_DB1_1",0.0525722323093547,"DMEM + BafA1",FALSE,"DB1"
"185","WIPI2","PA15_DB2_1",0.0664410661286852,"DMEM + BafA1",FALSE,"DB2"
"186","WIPI2","PA15_DB3_1",0.0654995923751587,"DMEM + BafA1",FALSE,"DB3"
"187","WIPI2","PA15_D1_5",0.0650493234078494,"DMEM",FALSE,""
"188","WIPI2","PA15_D2_3",0.0633240783371238,"DMEM",FALSE,""
"189","WIPI2","PA15_DB4_1",0.0663557156164454,"DMEM + BafA1",FALSE,""
"190","WIPI2","PA15_DB5_1",0.0777866076668009,"DMEM + BafA1",FALSE,""
"191","WIPI2","PA15_H1_1",0.102247385930311,"HBSS",FALSE,""
"192","WIPI2","PA15_H3_1",0.0870588812331167,"HBSS",FALSE,""
"193","WIPI2","PA15_H4_1",0.091454393318104,"HBSS",FALSE,""
"194","WIPI2","PA15_H5_1",0.0927934452667621,"HBSS",FALSE,""
"195","WIPI2","PA15_HB1_1",0.0932082150029649,"HBSS + BafA1",FALSE,""
"196","WIPI2","PA15_HB2_1",0.0896525069057234,"HBSS + BafA1",FALSE,""
"197","WIPI2","PA15_HB3_1",0.10001721740677,"HBSS + BafA1",FALSE,""
"198","WIPI2","PA15_HB4_1",0.084416695110462,"HBSS + BafA1",FALSE,""
"199","WIPI2","PA15_HB5_1",0.0882181735088959,"HBSS + BafA1",FALSE,""
"200","WIPI2","PA15_G1_1",0.0694703291342197,"-Glc",FALSE,""
"201","WIPI2","PA15_G2_1",0.0809103864589194,"-Glc",FALSE,""
"202","WIPI2","PA15_G3_1",0.0541454345250726,"-Glc",FALSE,""
"203","WIPI2","PA15_G4_1",0.0712122438067162,"-Glc",FALSE,""
"204","WIPI2","PA15_G5_1",0.0606958860914422,"-Glc",FALSE,""
"205","WIPI2","PA15_GB1_1",0.0568870522131207,"-Glc + BafA1",FALSE,""
"206","WIPI2","PA15_GB2_1",0.0573961937863098,"-Glc + BafA1",FALSE,""
"207","WIPI2","PA15_GB3_1",0.0714210044585388,"-Glc + BafA1",FALSE,""
"208","WIPI2","PA15_GB4_1",0.0513070147484353,"-Glc + BafA1",FALSE,""
"209","WIPI2","PA15_GB5_1",0.0686581391085332,"-Glc + BafA1",FALSE,""
"210","WIPI2","PA15_H2_2",0.0934014796967982,"HBSS",FALSE,""
"211","NBR1","PA15_D3_2",0.419305783528049,"DMEM",FALSE,"D1"
"212","NBR1","PA15_D4_3",0.378940896952309,"DMEM",FALSE,"D2"
"213","NBR1","PA15_D5_2",0.356378688962397,"DMEM",FALSE,"D3"
"214","NBR1","PA15_DB1_1",0.604567302775562,"DMEM + BafA1",FALSE,"DB1"
"215","NBR1","PA15_DB2_1",0.537611864646657,"DMEM + BafA1",FALSE,"DB2"
"216","NBR1","PA15_DB3_1",0.536974263598506,"DMEM + BafA1",FALSE,"DB3"
"217","NBR1","PA15_D1_5",0.415210643806068,"DMEM",FALSE,""
"218","NBR1","PA15_D2_3",0.414808764174515,"DMEM",FALSE,""
"219","NBR1","PA15_DB4_1",0.595295087077715,"DMEM + BafA1",FALSE,""
"220","NBR1","PA15_DB5_1",0.557737792472024,"DMEM + BafA1",FALSE,""
"221","NBR1","PA15_H1_1",0.214958143799374,"HBSS",FALSE,""
"222","NBR1","PA15_H3_1",0.20763215224841,"HBSS",FALSE,""
"223","NBR1","PA15_H4_1",0.18512111748943,"HBSS",FALSE,""
"224","NBR1","PA15_H5_1",0.20064214339313,"HBSS",FALSE,""
"225","NBR1","PA15_HB1_1",0.467899078012319,"HBSS + BafA1",FALSE,""
"226","NBR1","PA15_HB2_1",0.548274176307274,"HBSS + BafA1",FALSE,""
"227","NBR1","PA15_HB3_1",0.457455132111006,"HBSS + BafA1",FALSE,""
"228","NBR1","PA15_HB4_1",0.44056807014564,"HBSS + BafA1",FALSE,""
"229","NBR1","PA15_HB5_1",0.405925342832306,"HBSS + BafA1",FALSE,""
"230","NBR1","PA15_G1_1",0.30921123066217,"-Glc",FALSE,""
"231","NBR1","PA15_G2_1",0.298220090949825,"-Glc",FALSE,""
"232","NBR1","PA15_G3_1",0.287489670628242,"-Glc",FALSE,""
"233","NBR1","PA15_G4_1",0.283868946395913,"-Glc",FALSE,""
"234","NBR1","PA15_G5_1",0.261255414182115,"-Glc",FALSE,""
"235","NBR1","PA15_GB1_1",0.301799295909224,"-Glc + BafA1",FALSE,""
"236","NBR1","PA15_GB2_1",0.247214962493543,"-Glc + BafA1",FALSE,""
"237","NBR1","PA15_GB3_1",0.31669627722193,"-Glc + BafA1",FALSE,""
"238","NBR1","PA15_GB4_1",0.298258413991476,"-Glc + BafA1",FALSE,""
"239","NBR1","PA15_GB5_1",0.264598566850241,"-Glc + BafA1",FALSE,""
"240","NBR1","PA15_H2_2",0.230442615664997,"HBSS",FALSE,""
"241","SQSTM1","PA15_D3_2",4.58636648861369,"DMEM",FALSE,"D1"
"242","SQSTM1","PA15_D4_3",4.56804916389186,"DMEM",FALSE,"D2"
"243","SQSTM1","PA15_D5_2",4.18626693067523,"DMEM",FALSE,"D3"
"244","SQSTM1","PA15_DB1_1",5.00788626314143,"DMEM + BafA1",FALSE,"DB1"
"245","SQSTM1","PA15_DB2_1",4.9065638822474,"DMEM + BafA1",FALSE,"DB2"
"246","SQSTM1","PA15_DB3_1",4.54673369782158,"DMEM + BafA1",FALSE,"DB3"
"247","SQSTM1","PA15_D1_5",4.13710980377988,"DMEM",FALSE,""
"248","SQSTM1","PA15_D2_3",4.21215664497505,"DMEM",FALSE,""
"249","SQSTM1","PA15_DB4_1",5.14836862228967,"DMEM + BafA1",FALSE,""
"250","SQSTM1","PA15_DB5_1",4.90089296372975,"DMEM + BafA1",FALSE,""
"251","SQSTM1","PA15_H1_1",3.25766872093323,"HBSS",FALSE,""
"252","SQSTM1","PA15_H3_1",2.99323417106939,"HBSS",FALSE,""
"253","SQSTM1","PA15_H4_1",2.99938859139845,"HBSS",FALSE,""
"254","SQSTM1","PA15_H5_1",2.79424574045677,"HBSS",FALSE,""
"255","SQSTM1","PA15_HB1_1",5.13395629536167,"HBSS + BafA1",FALSE,""
"256","SQSTM1","PA15_HB2_1",5.40301701156972,"HBSS + BafA1",FALSE,""
"257","SQSTM1","PA15_HB3_1",5.31822482824143,"HBSS + BafA1",FALSE,""
"258","SQSTM1","PA15_HB4_1",4.92919838570853,"HBSS + BafA1",FALSE,""
"259","SQSTM1","PA15_HB5_1",4.38945560611773,"HBSS + BafA1",FALSE,""
"260","SQSTM1","PA15_G1_1",3.87863817044155,"-Glc",FALSE,""
"261","SQSTM1","PA15_G2_1",3.78899856391359,"-Glc",FALSE,""
"262","SQSTM1","PA15_G3_1",3.42685390003163,"-Glc",FALSE,""
"263","SQSTM1","PA15_G4_1",3.54014100595998,"-Glc",FALSE,""
"264","SQSTM1","PA15_G5_1",3.66869860195689,"-Glc",FALSE,""
"265","SQSTM1","PA15_GB1_1",3.52964029970185,"-Glc + BafA1",FALSE,""
"266","SQSTM1","PA15_GB2_1",3.56406424657762,"-Glc + BafA1",FALSE,""
"267","SQSTM1","PA15_GB3_1",3.65857042728707,"-Glc + BafA1",FALSE,""
"268","SQSTM1","PA15_GB4_1",3.37668848806659,"-Glc + BafA1",FALSE,""
"269","SQSTM1","PA15_GB5_1",3.84301624416366,"-Glc + BafA1",FALSE,""
"270","SQSTM1","PA15_H2_2",3.26252999267304,"HBSS",FALSE,""
"271","ATG12","PA15_D3_2",0.108496937670864,"DMEM",FALSE,"D1"
"272","ATG12","PA15_D4_3",0.0992921294871436,"DMEM",FALSE,"D2"
"273","ATG12","PA15_D5_2",0.0926477598200932,"DMEM",FALSE,"D3"
"274","ATG12","PA15_DB1_1",0.0855363236442873,"DMEM + BafA1",FALSE,"DB1"
"275","ATG12","PA15_DB2_1",0.114850823849382,"DMEM + BafA1",FALSE,"DB2"
"276","ATG12","PA15_DB3_1",0.090354641297697,"DMEM + BafA1",FALSE,"DB3"
"277","ATG12","PA15_D1_5",0.116904927996025,"DMEM",FALSE,""
"278","ATG12","PA15_D2_3",0.106459158743919,"DMEM",FALSE,""
"279","ATG12","PA15_DB4_1",0.100971939386277,"DMEM + BafA1",FALSE,""
"280","ATG12","PA15_DB5_1",0.127233719074723,"DMEM + BafA1",FALSE,""
"281","ATG12","PA15_H1_1",0.109668587589844,"HBSS",FALSE,""
"282","ATG12","PA15_H3_1",0.110816081525925,"HBSS",FALSE,""
"283","ATG12","PA15_H4_1",0.0961363812842042,"HBSS",FALSE,""
"284","ATG12","PA15_H5_1",0.0921323142004889,"HBSS",FALSE,""
"285","ATG12","PA15_HB1_1",0.116720419319633,"HBSS + BafA1",FALSE,""
"286","ATG12","PA15_HB2_1",0.083912089013204,"HBSS + BafA1",FALSE,""
"287","ATG12","PA15_HB3_1",0.10236238718124,"HBSS + BafA1",FALSE,""
"288","ATG12","PA15_HB4_1",0.0474088316367564,"HBSS + BafA1",TRUE,""
"289","ATG12","PA15_HB5_1",0.0994605841616129,"HBSS + BafA1",FALSE,""
"290","ATG12","PA15_G1_1",0.0669833277153766,"-Glc",TRUE,""
"291","ATG12","PA15_G2_1",0.104712599515946,"-Glc",FALSE,""
"292","ATG12","PA15_G3_1",0.0690053113125337,"-Glc",TRUE,""
"293","ATG12","PA15_G4_1",0.0861991973992879,"-Glc",FALSE,""
"294","ATG12","PA15_G5_1",0.0726530553514258,"-Glc",TRUE,""
"295","ATG12","PA15_GB1_1",0.0548911649828174,"-Glc + BafA1",TRUE,""
"296","ATG12","PA15_GB2_1",0.0568119634557282,"-Glc + BafA1",TRUE,""
"297","ATG12","PA15_GB3_1",0.0723299136576542,"-Glc + BafA1",TRUE,""
"298","ATG12","PA15_GB4_1",0.0610223686190077,"-Glc + BafA1",TRUE,""
"299","ATG12","PA15_GB5_1",0.0627599805571278,"-Glc + BafA1",TRUE,""
"300","ATG12","PA15_H2_2",0.122797161029476,"HBSS",FALSE,""
"301","CALCOCO2","PA15_D3_2",0.0712595993385284,"DMEM",FALSE,"D1"
"302","CALCOCO2","PA15_D4_3",0.0630329536110138,"DMEM",FALSE,"D2"
"303","CALCOCO2","PA15_D5_2",0.064053692544738,"DMEM",FALSE,"D3"
"304","CALCOCO2","PA15_DB1_1",0.0786859634976947,"DMEM + BafA1",FALSE,"DB1"
"305","CALCOCO2","PA15_DB2_1",0.0781922694745339,"DMEM + BafA1",FALSE,"DB2"
"306","CALCOCO2","PA15_DB3_1",0.0729651661116286,"DMEM + BafA1",FALSE,"DB3"
"307","CALCOCO2","PA15_D1_5",0.0738239961972834,"DMEM",FALSE,""
"308","CALCOCO2","PA15_D2_3",0.0656878813422892,"DMEM",FALSE,""
"309","CALCOCO2","PA15_DB4_1",0.078088153341439,"DMEM + BafA1",FALSE,""
"310","CALCOCO2","PA15_DB5_1",0.0834846880219718,"DMEM + BafA1",FALSE,""
"311","CALCOCO2","PA15_H1_1",0.0484014640690014,"HBSS",FALSE,""
"312","CALCOCO2","PA15_H3_1",0.0491498949071104,"HBSS",FALSE,""
"313","CALCOCO2","PA15_H4_1",0.0435981981149097,"HBSS",FALSE,""
"314","CALCOCO2","PA15_H5_1",0.0411833239014896,"HBSS",FALSE,""
"315","CALCOCO2","PA15_HB1_1",0.0779946136004262,"HBSS + BafA1",FALSE,""
"316","CALCOCO2","PA15_HB2_1",0.0941968287425687,"HBSS + BafA1",FALSE,""
"317","CALCOCO2","PA15_HB3_1",0.0869927115715231,"HBSS + BafA1",FALSE,""
"318","CALCOCO2","PA15_HB4_1",0.0603221739503204,"HBSS + BafA1",FALSE,""
"319","CALCOCO2","PA15_HB5_1",0.0704815263542929,"HBSS + BafA1",FALSE,""
"320","CALCOCO2","PA15_G1_1",0.0630193612509565,"-Glc",FALSE,""
"321","CALCOCO2","PA15_G2_1",0.0664855948988802,"-Glc",FALSE,""
"322","CALCOCO2","PA15_G3_1",0.0510515217167538,"-Glc",FALSE,""
