"","Protein.Gene","Replicate.Name","Protein.Intensity","Condition","Imputed_data","BiolReplicates"
"84","ATG9A","PA15_DB1_3",0.00739877085892287,"DMEM + BafA1",FALSE,"DB1"
"85","ATG9A","PA15_DB2_1",0.00713401144815036,"DMEM + BafA1",FALSE,"DB2"
"86","ATG9A","PA15_DB2_2",0.00694106245930645,"DMEM + BafA1",FALSE,"DB2"
"87","ATG9A","PA15_DB2_3",0.00728453980585053,"DMEM + BafA1",FALSE,"DB2"
"88","ATG9A","PA15_DB3_1",0.00730947346775317,"DMEM + BafA1",FALSE,"DB3"
"89","ATG9A","PA15_DB3_2",0.00733231050111594,"DMEM + BafA1",FALSE,"DB3"
"90","ATG9A","PA15_DB3_3",0.0072424795430628,"DMEM + BafA1",FALSE,"DB3"
"91","BNIP1","PA15_D3_2",0.0526178636743268,"DMEM",FALSE,"D1"
"92","BNIP1","PA15_D3_4",0.0539671858188609,"DMEM",FALSE,"D1"
"93","BNIP1","PA15_D3_5",0.0517350281815473,"DMEM",FALSE,"D1"
"94","BNIP1","PA15_D4_3",0.0503104759887378,"DMEM",FALSE,"D2"
"95","BNIP1","PA15_D4_4",0.0477478042920674,"DMEM",FALSE,"D2"
"96","BNIP1","PA15_D4_5",0.0490706004075904,"DMEM",FALSE,"D2"
"97","BNIP1","PA15_D5_2",0.0478923231652608,"DMEM",FALSE,"D3"
"98","BNIP1","PA15_D5_4",0.0454842054562801,"DMEM",FALSE,"D3"
"99","BNIP1","PA15_D5_5",0.0417539845925507,"DMEM",FALSE,"D3"
"100","BNIP1","PA15_DB1_1",0.0517633141757137,"DMEM + BafA1",FALSE,"DB1"
"101","BNIP1","PA15_DB1_2",0.0490606685405524,"DMEM + BafA1",FALSE,"DB1"
"102","BNIP1","PA15_DB1_3",0.048094238976066,"DMEM + BafA1",FALSE,"DB1"
"103","BNIP1","PA15_DB2_1",0.049519638758162,"DMEM + BafA1",FALSE,"DB2"
"104","BNIP1","PA15_DB2_2",0.0436446048546321,"DMEM + BafA1",FALSE,"DB2"
"105","BNIP1","PA15_DB2_3",0.0428084514975686,"DMEM + BafA1",FALSE,"DB2"
"106","BNIP1","PA15_DB3_1",0.0484279715093452,"DMEM + BafA1",FALSE,"DB3"
"107","BNIP1","PA15_DB3_2",0.0434667158887732,"DMEM + BafA1",FALSE,"DB3"
"108","BNIP1","PA15_DB3_3",0.0450220273739789,"DMEM + BafA1",FALSE,"DB3"
"109","WIPI2","PA15_D3_2",0.0621833805133205,"DMEM",FALSE,"D1"
"110","WIPI2","PA15_D3_4",0.0655248940011858,"DMEM",FALSE,"D1"
"111","WIPI2","PA15_D3_5",0.0639515678782398,"DMEM",FALSE,"D1"
"112","WIPI2","PA15_D4_3",0.0644374756111725,"DMEM",FALSE,"D2"
"113","WIPI2","PA15_D4_4",0.0688053024900254,"DMEM",FALSE,"D2"
"114","WIPI2","PA15_D4_5",0.0618413148727987,"DMEM",FALSE,"D2"
"115","WIPI2","PA15_D5_2",0.0579909832975112,"DMEM",FALSE,"D3"
"116","WIPI2","PA15_D5_4",0.0574473764383848,"DMEM",FALSE,"D3"
"117","WIPI2","PA15_D5_5",0.0541924797767395,"DMEM",FALSE,"D3"
"118","WIPI2","PA15_DB1_1",0.0525722323093547,"DMEM + BafA1",FALSE,"DB1"
"119","WIPI2","PA15_DB1_2",0.0520676509179418,"DMEM + BafA1",FALSE,"DB1"
"120","WIPI2","PA15_DB1_3",0.0496425360071691,"DMEM + BafA1",FALSE,"DB1"
"121","WIPI2","PA15_DB2_1",0.0664410661286852,"DMEM + BafA1",FALSE,"DB2"
"122","WIPI2","PA15_DB2_2",0.0691350647330408,"DMEM + BafA1",FALSE,"DB2"
"123","WIPI2","PA15_DB2_3",0.0654340881095681,"DMEM + BafA1",FALSE,"DB2"
"124","WIPI2","PA15_DB3_1",0.0654995923751587,"DMEM + BafA1",FALSE,"DB3"
"125","WIPI2","PA15_DB3_2",0.0596714903922732,"DMEM + BafA1",FALSE,"DB3"
"126","WIPI2","PA15_DB3_3",0.062334227367163,"DMEM + BafA1",FALSE,"DB3"
"127","NBR1","PA15_D3_2",0.419305783528049,"DMEM",FALSE,"D1"
"128","NBR1","PA15_D3_4",0.421718195286948,"DMEM",FALSE,"D1"
"129","NBR1","PA15_D3_5",0.428633830420972,"DMEM",FALSE,"D1"
"130","NBR1","PA15_D4_3",0.378940896952309,"DMEM",FALSE,"D2"
"131","NBR1","PA15_D4_4",0.417279927186782,"DMEM",FALSE,"D2"
"132","NBR1","PA15_D4_5",0.407503125193939,"DMEM",FALSE,"D2"
"133","NBR1","PA15_D5_2",0.356378688962397,"DMEM",FALSE,"D3"
"134","NBR1","PA15_D5_4",0.376416343523727,"DMEM",FALSE,"D3"
"135","NBR1","PA15_D5_5",0.339018767896854,"DMEM",FALSE,"D3"
"136","NBR1","PA15_DB1_1",0.604567302775562,"DMEM + BafA1",FALSE,"DB1"
"137","NBR1","PA15_DB1_2",0.571599556013213,"DMEM + BafA1",FALSE,"DB1"
"138","NBR1","PA15_DB1_3",0.619362955465266,"DMEM + BafA1",FALSE,"DB1"
"139","NBR1","PA15_DB2_1",0.537611864646657,"DMEM + BafA1",FALSE,"DB2"
"140","NBR1","PA15_DB2_2",0.599941931244556,"DMEM + BafA1",FALSE,"DB2"
"141","NBR1","PA15_DB2_3",0.565502604669111,"DMEM + BafA1",FALSE,"DB2"
"142","NBR1","PA15_DB3_1",0.536974263598506,"DMEM + BafA1",FALSE,"DB3"
"143","NBR1","PA15_DB3_2",0.535958587282089,"DMEM + BafA1",FALSE,"DB3"
"144","NBR1","PA15_DB3_3",0.531177934172176,"DMEM + BafA1",FALSE,"DB3"
"145","SQSTM1","PA15_D3_2",4.58636648861369,"DMEM",FALSE,"D1"
"146","SQSTM1","PA15_D3_4",4.65232783273434,"DMEM",FALSE,"D1"
"147","SQSTM1","PA15_D3_5",4.7475345941752,"DMEM",FALSE,"D1"
"148","SQSTM1","PA15_D4_3",4.56804916389186,"DMEM",FALSE,"D2"
"149","SQSTM1","PA15_D4_4",4.26981061206911,"DMEM",FALSE,"D2"
"150","SQSTM1","PA15_D4_5",4.24408172658272,"DMEM",FALSE,"D2"
"151","SQSTM1","PA15_D5_2",4.18626693067523,"DMEM",FALSE,"D3"
"152","SQSTM1","PA15_D5_4",4.21155335218854,"DMEM",FALSE,"D3"
"153","SQSTM1","PA15_D5_5",4.22847870845516,"DMEM",FALSE,"D3"
"154","SQSTM1","PA15_DB1_1",5.00788626314143,"DMEM + BafA1",FALSE,"DB1"
"155","SQSTM1","PA15_DB1_2",5.23210294692143,"DMEM + BafA1",FALSE,"DB1"
"156","SQSTM1","PA15_DB1_3",5.30513313933625,"DMEM + BafA1",FALSE,"DB1"
"157","SQSTM1","PA15_DB2_1",4.9065638822474,"DMEM + BafA1",FALSE,"DB2"
"158","SQSTM1","PA15_DB2_2",4.99838892435564,"DMEM + BafA1",FALSE,"DB2"
"159","SQSTM1","PA15_DB2_3",4.93955291396252,"DMEM + BafA1",FALSE,"DB2"
"160","SQSTM1","PA15_DB3_1",4.54673369782158,"DMEM + BafA1",FALSE,"DB3"
"161","SQSTM1","PA15_DB3_2",4.65066566293743,"DMEM + BafA1",FALSE,"DB3"
"162","SQSTM1","PA15_DB3_3",4.63406956092109,"DMEM + BafA1",FALSE,"DB3"
"163","ATG12","PA15_D3_2",0.108496937670864,"DMEM",FALSE,"D1"
"164","ATG12","PA15_D3_4",0.100142571886363,"DMEM",FALSE,"D1"
"165","ATG12","PA15_D3_5",0.112215172156387,"DMEM",FALSE,"D1"
"166","ATG12","PA15_D4_3",0.0992921294871436,"DMEM",FALSE,"D2"
"167","ATG12","PA15_D4_4",0.093024139200818,"DMEM",FALSE,"D2"
"168","ATG12","PA15_D4_5",0.101323569469996,"DMEM",FALSE,"D2"
"169","ATG12","PA15_D5_2",0.0926477598200932,"DMEM",FALSE,"D3"
"170","ATG12","PA15_D5_4",0.0966496250293059,"DMEM",FALSE,"D3"
"171","ATG12","PA15_D5_5",0.0982767456925146,"DMEM",FALSE,"D3"
"172","ATG12","PA15_DB1_1",0.0855363236442873,"DMEM + BafA1",FALSE,"DB1"
"173","ATG12","PA15_DB1_2",0.0892684680378402,"DMEM + BafA1",FALSE,"DB1"
"174","ATG12","PA15_DB1_3",0.0881626190355786,"DMEM + BafA1",FALSE,"DB1"
"175","ATG12","PA15_DB2_1",0.114850823849382,"DMEM + BafA1",FALSE,"DB2"
"176","ATG12","PA15_DB2_2",0.112955816642545,"DMEM + BafA1",FALSE,"DB2"
"177","ATG12","PA15_DB2_3",0.12360166147932,"DMEM + BafA1",FALSE,"DB2"
"178","ATG12","PA15_DB3_1",0.090354641297697,"DMEM + BafA1",FALSE,"DB3"
"179","ATG12","PA15_DB3_2",0.098900780440847,"DMEM + BafA1",FALSE,"DB3"
"180","ATG12","PA15_DB3_3",0.0833312928526874,"DMEM + BafA1",FALSE,"DB3"
"181","CALCOCO2","PA15_D3_2",0.0712595993385284,"DMEM",FALSE,"D1"
"182","CALCOCO2","PA15_D3_4",0.0707022120875017,"DMEM",FALSE,"D1"
"183","CALCOCO2","PA15_D3_5",0.0692093172142998,"DMEM",FALSE,"D1"
"184","CALCOCO2","PA15_D4_3",0.0630329536110138,"DMEM",FALSE,"D2"
"185","CALCOCO2","PA15_D4_4",0.0647021542464373,"DMEM",FALSE,"D2"
"186","CALCOCO2","PA15_D4_5",0.0638077265670743,"DMEM",FALSE,"D2"
"187","CALCOCO2","PA15_D5_2",0.064053692544738,"DMEM",FALSE,"D3"
"188","CALCOCO2","PA15_D5_4",0.0642179585136834,"DMEM",FALSE,"D3"
"189","CALCOCO2","PA15_D5_5",0.061890242806157,"DMEM",FALSE,"D3"
"190","CALCOCO2","PA15_DB1_1",0.0786859634976947,"DMEM + BafA1",FALSE,"DB1"
"191","CALCOCO2","PA15_DB1_2",0.0786285970820215,"DMEM + BafA1",FALSE,"DB1"
"192","CALCOCO2","PA15_DB1_3",0.0761809843784815,"DMEM + BafA1",FALSE,"DB1"
"193","CALCOCO2","PA15_DB2_1",0.0781922694745339,"DMEM + BafA1",FALSE,"DB2"
"194","CALCOCO2","PA15_DB2_2",0.0786643317842034,"DMEM + BafA1",FALSE,"DB2"
"195","CALCOCO2","PA15_DB2_3",0.0763723780601853,"DMEM + BafA1",FALSE,"DB2"
"196","CALCOCO2","PA15_DB3_1",0.0729651661116286,"DMEM + BafA1",FALSE,"DB3"
"197","CALCOCO2","PA15_DB3_2",0.0726148287266063,"DMEM + BafA1",FALSE,"DB3"
"198","CALCOCO2","PA15_DB3_3",0.072877573415291,"DMEM + BafA1",FALSE,"DB3"
"199","ATG5","PA15_D3_2",0.0207451999106646,"DMEM",FALSE,"D1"
"200","ATG5","PA15_D3_4",0.0209459623095917,"DMEM",FALSE,"D1"
"201","ATG5","PA15_D3_5",0.0204713108716064,"DMEM",FALSE,"D1"
"202","ATG5","PA15_D4_3",0.020717098723914,"DMEM",FALSE,"D2"
"203","ATG5","PA15_D4_4",0.0196435402228467,"DMEM",FALSE,"D2"
"204","ATG5","PA15_D4_5",0.0202528754124039,"DMEM",FALSE,"D2"
"205","ATG5","PA15_D5_2",0.0186745728256938,"DMEM",FALSE,"D3"
"206","ATG5","PA15_D5_4",0.017518481803298,"DMEM",FALSE,"D3"
"207","ATG5","PA15_D5_5",0.0176121710492081,"DMEM",FALSE,"D3"
"208","ATG5","PA15_DB1_1",0.0158457176489686,"DMEM + BafA1",FALSE,"DB1"
"209","ATG5","PA15_DB1_2",0.0159137210692175,"DMEM + BafA1",FALSE,"DB1"
"210","ATG5","PA15_DB1_3",0.0157837073314417,"DMEM + BafA1",FALSE,"DB1"
"211","ATG5","PA15_DB2_1",0.0217299256505566,"DMEM + BafA1",FALSE,"DB2"
"212","ATG5","PA15_DB2_2",0.0214465657933999,"DMEM + BafA1",FALSE,"DB2"
"213","ATG5","PA15_DB2_3",0.022114109171277,"DMEM + BafA1",FALSE,"DB2"
"214","ATG5","PA15_DB3_1",0.0192760156255365,"DMEM + BafA1",FALSE,"DB3"
"215","ATG5","PA15_DB3_2",0.019277444894622,"DMEM + BafA1",FALSE,"DB3"
"216","ATG5","PA15_DB3_3",0.0193483058425315,"DMEM + BafA1",FALSE,"DB3"
"217","ATG4A","PA15_D3_2",-0.0204019946533206,"DMEM",TRUE,"D1"
"218","ATG4A","PA15_D3_4",0.0184167957498186,"DMEM",FALSE,"D1"
"219","ATG4A","PA15_D3_5",0.00168256350875212,"DMEM",FALSE,"D1"
"220","ATG4A","PA15_D4_3",0.00168715731828271,"DMEM",FALSE,"D2"
"221","ATG4A","PA15_D4_4",0.00158618403301206,"DMEM",FALSE,"D2"
"222","ATG4A","PA15_D4_5",0.00168573898566469,"DMEM",FALSE,"D2"
"223","ATG4A","PA15_D5_2",0.0202595800853704,"DMEM",FALSE,"D3"
"224","ATG4A","PA15_D5_4",0.0203506322458316,"DMEM",FALSE,"D3"
"225","ATG4A","PA15_D5_5",0.0254355687322811,"DMEM",FALSE,"D3"
"226","ATG4A","PA15_DB1_1",0.000942213911989111,"DMEM + BafA1",TRUE,"DB1"
"227","ATG4A","PA15_DB1_2",0.0292394467672304,"DMEM + BafA1",FALSE,"DB1"
"228","ATG4A","PA15_DB1_3",0.0353186106273507,"DMEM + BafA1",FALSE,"DB1"
"229","ATG4A","PA15_DB2_1",0.0297217462766411,"DMEM + BafA1",FALSE,"DB2"
"230","ATG4A","PA15_DB2_2",0.00189433706975658,"DMEM + BafA1",FALSE,"DB2"
"231","ATG4A","PA15_DB2_3",0.00177856728017742,"DMEM + BafA1",FALSE,"DB2"
"232","ATG4A","PA15_DB3_1",0.00137723523777247,"DMEM + BafA1",FALSE,"DB3"
"233","ATG4A","PA15_DB3_2",0.00162142818015729,"DMEM + BafA1",FALSE,"DB3"
"234","ATG4A","PA15_DB3_3",0.0015315164746334,"DMEM + BafA1",FALSE,"DB3"
"235","RPS6KB1","PA15_D3_2",0.133342942417825,"DMEM",FALSE,"D1"
"236","RPS6KB1","PA15_D3_4",0.13427888742475,"DMEM",FALSE,"D1"
"237","RPS6KB1","PA15_D3_5",0.135249809095723,"DMEM",FALSE,"D1"
"238","RPS6KB1","PA15_D4_3",0.135752140498715,"DMEM",FALSE,"D2"
"239","RPS6KB1","PA15_D4_4",0.131063933317943,"DMEM",FALSE,"D2"
"240","RPS6KB1","PA15_D4_5",0.128712742500853,"DMEM",FALSE,"D2"
"241","RPS6KB1","PA15_D5_2",0.112063728928146,"DMEM",FALSE,"D3"
"242","RPS6KB1","PA15_D5_4",0.114298602162298,"DMEM",FALSE,"D3"
"243","RPS6KB1","PA15_D5_5",0.115571669508575,"DMEM",FALSE,"D3"
"244","RPS6KB1","PA15_DB1_1",0.104187001154994,"DMEM + BafA1",FALSE,"DB1"
"245","RPS6KB1","PA15_DB1_2",0.104618277200838,"DMEM + BafA1",FALSE,"DB1"
"246","RPS6KB1","PA15_DB1_3",0.105563851634275,"DMEM + BafA1",FALSE,"DB1"
"247","RPS6KB1","PA15_DB2_1",0.144566191049968,"DMEM + BafA1",FALSE,"DB2"
"248","RPS6KB1","PA15_DB2_2",0.147799461332764,"DMEM + BafA1",FALSE,"DB2"
"249","RPS6KB1","PA15_DB2_3",0.144641127364387,"DMEM + BafA1",FALSE,"DB2"
"250","RPS6KB1","PA15_DB3_1",0.126452905456004,"DMEM + BafA1",FALSE,"DB3"
"251","RPS6KB1","PA15_DB3_2",0.128012451424879,"DMEM + BafA1",FALSE,"DB3"
"252","RPS6KB1","PA15_DB3_3",0.126429256579411,"DMEM + BafA1",FALSE,"DB3"
"253","ULK1","PA15_D3_2",0.0404025941279618,"DMEM",FALSE,"D1"
"254","ULK1","PA15_D3_4",0.0396866047132754,"DMEM",FALSE,"D1"
"255","ULK1","PA15_D3_5",0.0401152862804803,"DMEM",FALSE,"D1"
"256","ULK1","PA15_D4_3",0.0379502846505653,"DMEM",FALSE,"D2"
"257","ULK1","PA15_D4_4",0.0368926878334976,"DMEM",FALSE,"D2"
"258","ULK1","PA15_D4_5",0.0370499477824924,"DMEM",FALSE,"D2"
"259","ULK1","PA15_D5_2",0.0360585626162127,"DMEM",FALSE,"D3"
"260","ULK1","PA15_D5_4",0.0356395742376512,"DMEM",FALSE,"D3"
"261","ULK1","PA15_D5_5",0.0351022620789228,"DMEM",FALSE,"D3"
"262","ULK1","PA15_DB1_1",0.0380013525942996,"DMEM + BafA1",FALSE,"DB1"
"263","ULK1","PA15_DB1_2",0.0373473176719784,"DMEM + BafA1",FALSE,"DB1"
"264","ULK1","PA15_DB1_3",0.0373642691885196,"DMEM + BafA1",FALSE,"DB1"
"265","ULK1","PA15_DB2_1",0.0430274923727057,"DMEM + BafA1",FALSE,"DB2"
"266","ULK1","PA15_DB2_2",0.0415485413624355,"DMEM + BafA1",FALSE,"DB2"
"267","ULK1","PA15_DB2_3",0.0411963139325167,"DMEM + BafA1",FALSE,"DB2"
"268","ULK1","PA15_DB3_1",0.0389830210265204,"DMEM + BafA1",FALSE,"DB3"
"269","ULK1","PA15_DB3_2",0.0394089488407713,"DMEM + BafA1",FALSE,"DB3"
"270","ULK1","PA15_DB3_3",0.0396699013313098,"DMEM + BafA1",FALSE,"DB3"
"271","RB1CC1","PA15_D3_2",0.00456268475538111,"DMEM",FALSE,"D1"
"272","RB1CC1","PA15_D3_4",0.00454364528309444,"DMEM",FALSE,"D1"
"273","RB1CC1","PA15_D3_5",0.00488401492665756,"DMEM",FALSE,"D1"
"274","RB1CC1","PA15_D4_3",0.00443011300819377,"DMEM",FALSE,"D2"
"275","RB1CC1","PA15_D4_4",0.00458203579090884,"DMEM",FALSE,"D2"
"276","RB1CC1","PA15_D4_5",0.00406121974629573,"DMEM",FALSE,"D2"
"277","RB1CC1","PA15_D5_2",0.0042388522593657,"DMEM",FALSE,"D3"
"278","RB1CC1","PA15_D5_4",0.00433366628412094,"DMEM",FALSE,"D3"
"279","RB1CC1","PA15_D5_5",0.00415744112650243,"DMEM",FALSE,"D3"
"280","RB1CC1","PA15_DB1_1",0.00422485422475766,"DMEM + BafA1",FALSE,"DB1"
"281","RB1CC1","PA15_DB1_2",0.0040936162456162,"DMEM + BafA1",FALSE,"DB1"
"282","RB1CC1","PA15_DB1_3",0.00419369769025349,"DMEM + BafA1",FALSE,"DB1"
"283","RB1CC1","PA15_DB2_1",0.00415793966846701,"DMEM + BafA1",FALSE,"DB2"
"284","RB1CC1","PA15_DB2_2",0.00442138249389662,"DMEM + BafA1",FALSE,"DB2"
"285","RB1CC1","PA15_DB2_3",0.00442242894783925,"DMEM + BafA1",FALSE,"DB2"
"286","RB1CC1","PA15_DB3_1",0.00439121438109968,"DMEM + BafA1",FALSE,"DB3"
"287","RB1CC1","PA15_DB3_2",0.00431541758944474,"DMEM + BafA1",FALSE,"DB3"
"288","RB1CC1","PA15_DB3_3",0.00419897111182579,"DMEM + BafA1",FALSE,"DB3"
"289","NUFIP1","PA15_D3_2",0.0119283191665416,"DMEM",FALSE,"D1"
"290","NUFIP1","PA15_D3_4",0.012056102072777,"DMEM",FALSE,"D1"
"291","NUFIP1","PA15_D3_5",0.0121073996116884,"DMEM",FALSE,"D1"
"292","NUFIP1","PA15_D4_3",0.0109685343903268,"DMEM",FALSE,"D2"
"293","NUFIP1","PA15_D4_4",0.0106144097413919,"DMEM",FALSE,"D2"
"294","NUFIP1","PA15_D4_5",0.0106398134599447,"DMEM",FALSE,"D2"
"295","NUFIP1","PA15_D5_2",0.0100295131260922,"DMEM",FALSE,"D3"
"296","NUFIP1","PA15_D5_4",0.00993599559780118,"DMEM",FALSE,"D3"
"297","NUFIP1","PA15_D5_5",0.0102042978486126,"DMEM",FALSE,"D3"
"298","NUFIP1","PA15_DB1_1",0.0121913206442505,"DMEM + BafA1",FALSE,"DB1"
"299","NUFIP1","PA15_DB1_2",0.0120587991869044,"DMEM + BafA1",FALSE,"DB1"
"300","NUFIP1","PA15_DB1_3",0.0121969857102919,"DMEM + BafA1",FALSE,"DB1"
"301","NUFIP1","PA15_DB2_1",0.0106187251719353,"DMEM + BafA1",FALSE,"DB2"
